"address","categoryName","claimThisBusiness","googleFoodUrl","hotelStars","location","location/lat","location/lng","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","phone","price","rank","state","street","title","totalScore","url","website","reviewsCount"
"722 Đ. Hưng Phú, Phường 10, Quận 8, Hồ Chí Minh, Việt Nam","Nhà hàng tráng miệng","true",,,,"10.7459146","106.666643","Thứ Tư","09:30 to 21:00","Thứ Năm","09:30 to 21:00","Thứ Sáu","09:30 to 21:00","Thứ Bảy","09:30 to 21:00","Chủ Nhật","09:30 to 21:00","Thứ Hai","09:30 to 21:00","Thứ Ba","09:30 to 21:00","+84 917 677 749",,"29","Quận 8, Hồ Chí Minh","722 Đ. Hưng Phú","Chè Thảo","4.7","https://www.google.com/maps/search/?api=1&query=Ch%C3%A8%20Th%E1%BA%A3o&query_place_id=ChIJcUdoVOsudTERe8ty5vbH8Gs",,"9"
"757 Đ. Hưng Phú, Phường 9, Quận 8, Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,,"10.7456737","106.6667677","Thứ Tư","08:00 to 21:00","Thứ Năm","08:00 to 21:00","Thứ Sáu","08:00 to 21:00","Thứ Bảy","08:00 to 21:00","Chủ Nhật","08:00 to 21:00","Thứ Hai","08:00 to 21:00","Thứ Ba","08:00 to 21:00",,,"24","Quận 8, Hồ Chí Minh","757 Đ. Hưng Phú","Takoyaki Ichi","5","https://www.google.com/maps/search/?api=1&query=Takoyaki%20Ichi&query_place_id=ChIJQ-rHsFcudTERvyyy8Jf5vEk",,"1"
"1097 Đ. Phạm Thế Hiển, Phường 5, Quận 8, Hồ Chí Minh, Việt Nam","Nhà hàng","false",,,,"10.742216","106.6642163","Thứ Tư","08:00 to 23:30","Thứ Năm","08:00 to 23:30","Thứ Sáu","08:00 to 23:30","Thứ Bảy","08:00 to 23:30","Chủ Nhật","08:00 to 23:30","Thứ Hai","08:00 to 23:30","Thứ Ba","08:00 to 23:30","+84 1900 996601",,"22","Quận 8, Hồ Chí Minh","1097 Đ. Phạm Thế Hiển","Nhà Hàng Nhơn Hòa 1","4","https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20Nh%C6%A1n%20H%C3%B2a%201&query_place_id=ChIJUcyM_lkudTER1Csq3WwqdVs",,"463"
"1018 Đ. Phạm Thế Hiển, Phường 5, Quận 8, Hồ Chí Minh, Việt Nam","Nhà hàng phở","true",,,,"10.743272","106.6687087","Thứ Tư","Mở cửa cả ngày","Thứ Năm","Mở cửa cả ngày","Thứ Sáu","Mở cửa cả ngày","Thứ Bảy","Mở cửa cả ngày","Chủ Nhật","Mở cửa cả ngày","Thứ Hai","Mở cửa cả ngày","Thứ Ba","Mở cửa cả ngày",,,"25","Quận 8, Hồ Chí Minh","1018 Đ. Phạm Thế Hiển","Phở Quỳnh","4.6","https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20Qu%E1%BB%B3nh&query_place_id=ChIJhQkyG6cvdTERLROosL9DpoI",,"22"
"67 Đ. Tuy Lý Vương, Phường 12, Quận 8, Hồ Chí Minh, Việt Nam","Quán mì","true",,,,"10.7436982","106.6549063","Thứ Tư","05:00 to 11:00","Thứ Năm","05:00 to 11:00","Thứ Sáu","05:00 to 11:00","Thứ Bảy","05:00 to 11:00","Chủ Nhật","05:00 to 11:00","Thứ Hai","05:00 to 11:00","Thứ Ba","05:00 to 11:00",,,"28","Quận 8, Hồ Chí Minh","67 Đ. Tuy Lý Vương","Noodles Restaurant","4.4","https://www.google.com/maps/search/?api=1&query=Noodles%20Restaurant&query_place_id=ChIJubktXV4udTERp6qRQM45XIY",,"12"
"574 Đ. Nguyễn Duy, Phường 10, Quận 8, Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,,"10.7436691","106.6624481","Thứ Tư","06:00 to 11:45, 14:30 to 22:30","Thứ Năm","06:00 to 11:45, 14:30 to 22:30","Thứ Sáu","06:00 to 11:45, 14:30 to 22:30","Thứ Bảy","06:00 to 11:45, 14:30 to 22:30","Chủ Nhật","06:00 to 11:45, 14:30 to 22:30","Thứ Hai","06:00 to 11:45, 14:30 to 22:30","Thứ Ba","06:00 to 11:45, 14:30 to 22:30","+84 28 3854 6947",,"23","Quận 8, Hồ Chí Minh","574 Đ. Nguyễn Duy","Hủ tiếu Quang Ký","5","https://www.google.com/maps/search/?api=1&query=H%E1%BB%A7%20ti%E1%BA%BFu%20Quang%20K%C3%BD&query_place_id=ChIJ3ed4giYvdTER6vIbIjT7UZQ",,"1"
"Đ. Tuy Lý Vương, Phường 13, Quận 8, Hồ Chí Minh 70000, Việt Nam","Nhà hàng Việt Nam","false","https://food.google.com/chooseprovider?restaurantId=/g/11t4wjwt4l&g2lbs=AOHF13kezPIjpZD-ESPwTmNwPYYYw0cd31iU38qD7Bmp7i_8Xt-GwEaU_A8jvr_kinRFNCssysqzHCmIxtm9yxrN_9XIyJwkrU8W06jRK4ZtT7fi1KNBaZE%3D&hl=vi-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=FsNyZvy7NaD_iLMPgaW36AE&ei=FsNyZvy7NaD_iLMPgaW36AE&fo_s=OA,SOE&opi=79508299&foub=mcpp",,,"10.7443229","106.6555761","Thứ Tư","06:00 to 21:00","Thứ Năm","06:00 to 21:00","Thứ Sáu","06:00 to 21:00","Thứ Bảy","06:00 to 21:00","Chủ Nhật","06:00 to 21:00","Thứ Hai","06:00 to 21:00","Thứ Ba","06:00 to 21:00","+84 918 119 860",,"27","Quận 8, Hồ Chí Minh","Đ. Tuy Lý Vương","Bún thịt nướng - Bánh xèo Cô Vân","4.3","https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20th%E1%BB%8Bt%20n%C6%B0%E1%BB%9Bng%20-%20B%C3%A1nh%20x%C3%A8o%20C%C3%B4%20V%C3%A2n&query_place_id=ChIJ2e3w6zEvdTERSlN9en-aiAE",,"14"
"Chung Cư, Lô H/420 Đ. Hưng Phú, Phường 10, Quận 8, Hồ Chí Minh, Việt Nam","Nhà hàng sushi","false","https://food.google.com/chooseprovider?restaurantId=/g/11jwm164tj&g2lbs=AOHF13nWnKFqAYXSdZyLtAmkZMDXuttwOgnp9967D3myD35vh9vyh9nLZk6LU4VFjuVVGtq8b3Tm0j9p2hwpNnOC5Aq4LUd5NjbIFYdst3SG-LJyeuwh-R8%3D&hl=vi-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=F8NyZuL1ApCx5NoPrsuQyAk&ei=F8NyZuL1ApCx5NoPrsuQyAk&fo_s=OA,SOE&opi=79508299&foub=mcpp",,,"10.7460138","106.664397","Thứ Tư","11:00 to 21:00","Thứ Năm","11:00 to 21:00","Thứ Sáu","11:00 to 21:00","Thứ Bảy","11:00 to 21:00","Chủ Nhật","11:00 to 21:00","Thứ Hai","11:00 to 21:00","Thứ Ba","11:00 to 21:00","+84 937 005 117",,"26","Quận 8, Hồ Chí Minh","Chung Cư, Lô H/420 Đ. Hưng Phú","Phúc Sushi","5","https://www.google.com/maps/search/?api=1&query=Ph%C3%BAc%20Sushi&query_place_id=ChIJgTSoKl8udTER_ythquu3QGA","https://hotdealmuasam.com/sashimi-ca-hoi/","7"
"1263B Đ. Phạm Thế Hiển, Phường 5, Quận 8, Hồ Chí Minh 70000, Việt Nam","Nhà hàng","false",,,,"10.7411805","106.6586858","Thứ Tư","09:00 to 20:00","Thứ Năm","09:00 to 20:00","Thứ Sáu","09:00 to 20:00","Thứ Bảy","09:00 to 20:00","Chủ Nhật","Đóng cửa","Thứ Hai","09:00 to 20:00","Thứ Ba","09:00 to 20:00","+84 931 368 358",,"21","Quận 8, Hồ Chí Minh","1263B Đ. Phạm Thế Hiển","Gau Viet Brewing House","5","https://www.google.com/maps/search/?api=1&query=Gau%20Viet%20Brewing%20House&query_place_id=ChIJVVN4LaYvdTERw7I4EdAtGRE",,"1"
"2 Hẻm Số 5 Mễ Cốc, Phường 15, Quận 8, Thành phố Hồ Chí Minh, Việt Nam","Nhà hàng cháo","true",,,,"10.7300827","106.6333812",,,,,,,,,,,,,,,,,"40","Quận 8, Thành phố Hồ Chí Minh","2 Hẻm Số 5 Mễ Cốc","Cháo dinh dưỡng Family Soup",,"https://www.google.com/maps/search/?api=1&query=Ch%C3%A1o%20dinh%20d%C6%B0%E1%BB%A1ng%20Family%20Soup&query_place_id=ChIJad9exVAvdTERVV6DZz77I2A",,"0"
"40 Phú Định, Phường 16, Quận 8, Hồ Chí Minh, Việt Nam","Nhà hàng chuyên phục vụ bữa nửa buổi","true",,,,"10.7250106","106.6302579",,,,,,,,,,,,,,,,,"37","Quận 8, Hồ Chí Minh","40 Phú Định","Bột chiên cô Thảo","4","https://www.google.com/maps/search/?api=1&query=B%E1%BB%99t%20chi%C3%AAn%20c%C3%B4%20Th%E1%BA%A3o&query_place_id=ChIJWQ7pZuIvdTERBfm6CVjOROU",,"2"
"228 Đường Phạm Đức Sơn, Phường 16, Quận 8, Hồ Chí Minh, Việt Nam","Nhà hàng chuyên phục vụ bữa sáng","true",,,,"10.7246861","106.622703","Thứ Tư","06:00 to 12:00","Thứ Năm","06:00 to 12:00","Thứ Sáu","06:00 to 12:00","Thứ Bảy","Đóng cửa","Chủ Nhật","Đóng cửa","Thứ Hai","06:00 to 12:00","Thứ Ba","06:00 to 12:00",,,"39","Quận 8, Hồ Chí Minh","228 Đường Phạm Đức Sơn","Xe bún thịt nướng","5","https://www.google.com/maps/search/?api=1&query=Xe%20b%C3%BAn%20th%E1%BB%8Bt%20n%C6%B0%E1%BB%9Bng&query_place_id=ChIJr3lgZgAtdTERDMh_2XVN_cA",,"1"
"76 đường, 3413 Đ. Phạm Thế Hiển, P.7, Quận 8, Hồ Chí Minh, Việt Nam","Quán ăn nhỏ","true",,,,"10.7092405","106.6240078","Thứ Tư","07:00 to 11:30","Thứ Năm","07:00 to 11:30","Thứ Sáu","07:00 to 11:30","Thứ Bảy","07:00 to 11:30","Chủ Nhật","07:00 to 11:30","Thứ Hai","Đóng cửa","Thứ Ba","07:00 to 11:30","+84 909 390 406",,"69","Quận 8, Hồ Chí Minh","76 đường, 3413 Đ. Phạm Thế Hiển","HỦ TIẾU NAM VANG K&K","5","https://www.google.com/maps/search/?api=1&query=H%E1%BB%A6%20TI%E1%BA%BEU%20NAM%20VANG%20K%26K&query_place_id=ChIJQydADCwtdTER8VcuYvosKLU",,"1"
"3066 Đ. Phạm Thế Hiển, Phường 7, Quận 8, Thành phố Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,,"10.7065844","106.622806",,,,,,,,,,,,,,,"+84 856 555 571",,"74","Quận 8, Thành phố Hồ Chí Minh","3066 Đ. Phạm Thế Hiển","Bánh Ướt Lòng Gà",,"https://www.google.com/maps/search/?api=1&query=B%C3%A1nh%20%C6%AF%E1%BB%9Bt%20L%C3%B2ng%20G%C3%A0&query_place_id=ChIJkZRvUk8tdTERgxI4vwbA_dM",,"0"
"3038 Đ. Phạm Thế Hiển, Phường 7, Quận 8, Thành phố Hồ Chí Minh 70000, Việt Nam","Nhà hàng","false",,,,"10.7082769","106.6235249",,,,,,,,,,,,,,,"+84 908 343 845",,"73","Quận 8, Thành phố Hồ Chí Minh","3038 Đ. Phạm Thế Hiển","Nướng Siềng","5","https://www.google.com/maps/search/?api=1&query=N%C6%B0%E1%BB%9Bng%20Si%E1%BB%81ng&query_place_id=ChIJsTMsD_otdTERaywd69RWUFA",,"1"
"3060 Đ. Phạm Thế Hiển, Phường 7, Quận 8, Thành phố Hồ Chí Minh, Việt Nam","Nhà hàng châu Á","true",,,,"10.7066869","106.6229008",,,,,,,,,,,,,,,,,"72","Quận 8, Thành phố Hồ Chí Minh","3060 Đ. Phạm Thế Hiển","Mì gia",,"https://www.google.com/maps/search/?api=1&query=M%C3%AC%20gia&query_place_id=ChIJRb5SCpMtdTERAci48peQkS4",,"0"
"3441 Đ. Phạm Thế Hiển, Phường 7, Quận 8, Hồ Chí Minh, Việt Nam","Quán ăn nhỏ","true",,,,"10.706257","106.6230008","Thứ Tư","06:00 to 10:00","Thứ Năm","06:00 to 10:00","Thứ Sáu","06:00 to 10:00","Thứ Bảy","06:00 to 10:00","Chủ Nhật","06:00 to 10:00","Thứ Hai","06:00 to 10:00","Thứ Ba","06:00 to 10:00",,,"71","Quận 8, Hồ Chí Minh","3441 Đ. Phạm Thế Hiển","Bánh canh cua",,"https://www.google.com/maps/search/?api=1&query=B%C3%A1nh%20canh%20cua&query_place_id=ChIJZycQ4dEtdTERl_-Z6Cx52pk",,"0"
"201 Ba Tơ, Phường 7, Quận 8, Hồ Chí Minh, Việt Nam","Quán ăn nhỏ","true",,,,"10.707167","106.6230477","Thứ Tư","07:30 to 11:00","Thứ Năm","07:30 to 11:00","Thứ Sáu","07:30 to 11:00","Thứ Bảy","07:30 to 11:00","Chủ Nhật","07:30 to 11:00","Thứ Hai","07:30 to 11:00","Thứ Ba","07:30 to 11:00",,,"70","Quận 8, Hồ Chí Minh","201 Ba Tơ","Cháo Lòng + Bột Chiên","5","https://www.google.com/maps/search/?api=1&query=Ch%C3%A1o%20L%C3%B2ng%20%2B%20B%E1%BB%99t%20Chi%C3%AAn&query_place_id=ChIJIa3oMSwtdTERt4YS7RrNwLM",,"1"
"59 Phú Định, Phường 16, Quận 8, Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,,"10.7114027","106.62169",,,,,,,,,,,,,,,"+84 909 376 906",,"57","Quận 8, Hồ Chí Minh","59 Phú Định","Quán Nhậu Thiên Lý",,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20Nh%E1%BA%ADu%20Thi%C3%AAn%20L%C3%BD&query_place_id=ChIJRyyXZ_ktdTER-gzsnNw4lm4",,"0"
"119 Rạch Cùng, Phường 7, Quận 8, Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,,"10.7075633","106.6190066",,,,,,,,,,,,,,,,,"59","Quận 8, Hồ Chí Minh","119 Rạch Cùng","Công Ty Tnhh Nhà Hàng Ẩm Thực Sân Vườn Ốc Trang",,"https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20Ty%20Tnhh%20Nh%C3%A0%20H%C3%A0ng%20%E1%BA%A8m%20Th%E1%BB%B1c%20S%C3%A2n%20V%C6%B0%E1%BB%9Dn%20%E1%BB%90c%20Trang&query_place_id=ChIJMxlxa_gtdTERtptOpKV_RYg",,"0"
"3046 Đ. Phạm Thế Hiển, Phường 7, Quận 8, Hồ Chí Minh, Việt Nam","Quán ăn nhỏ","false",,,,"10.7080335","106.6234597","Thứ Tư","11:00 to 22:30","Thứ Năm","11:00 to 22:30","Thứ Sáu","11:00 to 22:30","Thứ Bảy","11:00 to 22:30","Chủ Nhật","11:00 to 22:30","Thứ Hai","11:00 to 22:30","Thứ Ba","11:00 to 22:30","+84 901 355 496",,"60","Quận 8, Hồ Chí Minh","3046 Đ. Phạm Thế Hiển","Quán Cơm Lam Ký","5","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20C%C6%A1m%20Lam%20K%C3%BD&query_place_id=ChIJiZ4sWe0vdTERwsUnNWu_cvU",,"1"
"3084 Đ. Phạm Thế Hiển, Phường 7, Quận 8, Hồ Chí Minh, Việt Nam","Quán ăn nhỏ","true",,,,"10.706198","106.6226254",,,,,,,,,,,,,,,,,"58","Quận 8, Hồ Chí Minh","3084 Đ. Phạm Thế Hiển","Gà ta 18","2","https://www.google.com/maps/search/?api=1&query=G%C3%A0%20ta%2018&query_place_id=ChIJYbxlqbszdTER-2uBiTdhC9o",,"1"
"31 Phú Định, Phường 16, 8, Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,,"10.7111248","106.6204528",,,,,,,,,,,,,,,"+84 939 707 080",,"54","8, Hồ Chí Minh","31 Phú Định","Quán Ăn 31",,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20%C4%82n%2031&query_place_id=ChIJYeb8dvktdTERxjqOcFKYKzo",,"0"
"50 267 Trịnh Quang Nghị, Phường 7, Quận 8, Hồ Chí Minh, Việt Nam","Quán ăn nhỏ","true",,,,"10.7072834","106.6202974","Thứ Tư","15:00 to 21:00","Thứ Năm","15:00 to 21:00","Thứ Sáu","15:00 to 21:00","Thứ Bảy","15:00 to 21:00","Chủ Nhật","15:00 to 21:00","Thứ Hai","15:00 to 21:00","Thứ Ba","15:00 to 21:00","+84 971 643 080",,"55","Quận 8, Hồ Chí Minh","50 267 Trịnh Quang Nghị","Súp cua","5","https://www.google.com/maps/search/?api=1&query=S%C3%BAp%20cua&query_place_id=ChIJKY--iDYtdTERUDm08OjDw58",,"2"
"95 Đường Trịnh Quang Nghị, Phường 7, Quận 8, Hồ Chí Minh, Việt Nam","Quán ăn nhỏ","true",,,,"10.7075124","106.6232872",,,,,,,,,,,,,,,,,"52","Quận 8, Hồ Chí Minh","95 Đường Trịnh Quang Nghị","Hủ tiếu Toàn","5","https://www.google.com/maps/search/?api=1&query=H%E1%BB%A7%20ti%E1%BA%BFu%20To%C3%A0n&query_place_id=ChIJLxfwB0wtdTERBg8KEJzG3hM",,"2"
"137 Đường Trịnh Quang Nghị, Phường 7, Quận 8, Hồ Chí Minh 70000, Việt Nam","Trà trân châu","false",,,,"10.7062513","106.6257352","Thứ Tư","08:00 to 21:00","Thứ Năm","08:00 to 21:00","Thứ Sáu","08:00 to 21:00","Thứ Bảy","08:00 to 21:00","Chủ Nhật","08:00 to 21:00","Thứ Hai","08:00 to 21:00","Thứ Ba","08:00 to 21:00","+84 917 676 267",,"68","Quận 8, Hồ Chí Minh","137 Đường Trịnh Quang Nghị","Trà Sữa Vy Vy","5","https://www.google.com/maps/search/?api=1&query=Tr%C3%A0%20S%E1%BB%AFa%20Vy%20Vy&query_place_id=ChIJx1rP6d0tdTERWHIA6vceGXg",,"1"
"119 Đường Trịnh Quang Nghị, Phường 7, Quận 8, Hồ Chí Minh, Việt Nam","Quán ăn nhẹ","true",,,,"10.7061169","106.6260437",,,,,,,,,,,,,,,"+84 762 403 061",,"66","Quận 8, Hồ Chí Minh","119 Đường Trịnh Quang Nghị","Tré Trộn , Bánh Tráng Trộn Thiên Thơ",,"https://www.google.com/maps/search/?api=1&query=Tr%C3%A9%20Tr%E1%BB%99n%20%2C%20B%C3%A1nh%20Tr%C3%A1ng%20Tr%E1%BB%99n%20Thi%C3%AAn%20Th%C6%A1&query_place_id=ChIJIy5od7ItdTERQtjAaxk4VY0",,"0"
"phường 7, Quận 8, Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,,"10.7074812","106.623439",,,,,,,,,,,,,,,,,"64","Quận 8, Hồ Chí Minh",,"Quán Cơm Hồng Ngọc",,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20C%C6%A1m%20H%E1%BB%93ng%20Ng%E1%BB%8Dc&query_place_id=ChIJzeNZSv8tdTER9Sbwa8dkAig",,"0"
"3b Đ. Phạm Thế Hiển, Phường 6, Quận 8, Thành phố Hồ Chí Minh, Việt Nam","Nhà hàng gia đình","true",,,,"10.734203","106.648024",,,,,,,,,,,,,,,"+84 763 881 869",,"43","Quận 8, Thành phố Hồ Chí Minh","3b Đ. Phạm Thế Hiển","Nui Xào Bò Nga Lâm",,"https://www.google.com/maps/search/?api=1&query=Nui%20X%C3%A0o%20B%C3%B2%20Nga%20L%C3%A2m&query_place_id=ChIJe-Ws7bUvdTERR0CHtB5K0l8",,"0"
"3365 Đ. Phạm Thế Hiển, Phường 7, Quận 8, Hồ Chí Minh, Việt Nam","Nhà hàng chuyên phục vụ bữa sáng","true",,,,"10.7106809","106.625403",,,,,,,,,,,,,,,"+84 908 704 475",,"42","Quận 8, Hồ Chí Minh","3365 Đ. Phạm Thế Hiển","Cơm tấm Phượng","5","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20t%E1%BA%A5m%20Ph%C6%B0%E1%BB%A3ng&query_place_id=ChIJh3lO9WAtdTER_KG0EtEpeo0",,"3"
"3082 Đ. Phạm Thế Hiển, Phường 7, Quận 8, Hồ Chí Minh, Việt Nam","Quán ăn nhỏ","true",,,,"10.7062291","106.6226483","Thứ Tư","15:00 to 21:00","Thứ Năm","15:00 to 21:00","Thứ Sáu","15:00 to 21:00","Thứ Bảy","15:00 to 21:00","Chủ Nhật","15:00 to 21:00","Thứ Hai","15:00 to 21:00","Thứ Ba","15:00 to 21:00","+84 973 189 587",,"63","Quận 8, Hồ Chí Minh","3082 Đ. Phạm Thế Hiển","Vịt Cỏ Vân Đình - Quán Xuân Thiệu 1","4.5","https://www.google.com/maps/search/?api=1&query=V%E1%BB%8Bt%20C%E1%BB%8F%20V%C3%A2n%20%C4%90%C3%ACnh%20-%20Qu%C3%A1n%20Xu%C3%A2n%20Thi%E1%BB%87u%201&query_place_id=ChIJV_o6F00zdTEREWYapagqUBA",,"4"
"65 duongg, 3052 Phạm Thế Hiển, Phường 7, Quận 8, Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,,"10.7074648","106.6234651","Thứ Tư","10:00 to 21:00","Thứ Năm","10:00 to 21:00","Thứ Sáu","10:00 to 21:00","Thứ Bảy","10:00 to 21:00","Chủ Nhật","10:00 to 21:00","Thứ Hai","10:00 to 21:00","Thứ Ba","10:00 to 21:00","+84 933 049 636",,"51","Quận 8, Hồ Chí Minh","65 duongg, 3052 Phạm Thế Hiển","Quán ăn gia đình Điệp 333",,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20%C4%83n%20gia%20%C4%91%C3%ACnh%20%C4%90i%E1%BB%87p%20333&query_place_id=ChIJH9-ZJqstdTERDfxnZgvlxLo",,"0"
"187 Phú Định, Phường 16, Quận 8, Hồ Chí Minh 751500, Việt Nam","Cửa hàng","false",,,,"10.7248926","106.6299017","Thứ Tư","16:00 to 22:00","Thứ Năm","16:00 to 22:00","Thứ Sáu","16:00 to 22:00","Thứ Bảy","16:00 to 22:00","Chủ Nhật","16:00 to 22:00","Thứ Hai","16:00 to 22:00","Thứ Ba","16:00 to 22:00","+84 707 173 566",,"35","Quận 8, Hồ Chí Minh","187 Phú Định","Ăn Vặt Cậu Lỳ","5","https://www.google.com/maps/search/?api=1&query=%C4%82n%20V%E1%BA%B7t%20C%E1%BA%ADu%20L%E1%BB%B3&query_place_id=ChIJ6Q1DWUAvdTERP-mbvpykziA",,"5"
"1888 Đ. Phạm Thế Hiển, Phường 6, Quận 8, Hồ Chí Minh, Việt Nam","Nhà hàng món kem mứt","true",,,,"10.7367449","106.6488393","Thứ Tư","06:00 to 16:00","Thứ Năm","06:00 to 16:00","Thứ Sáu","06:00 to 16:00","Thứ Bảy","06:00 to 16:00","Chủ Nhật","Đóng cửa","Thứ Hai","06:00 to 16:00","Thứ Ba","06:00 to 16:00","+84 906 435 626",,"42","Quận 8, Hồ Chí Minh","1888 Đ. Phạm Thế Hiển","Nước Cam Rì Hồng","5","https://www.google.com/maps/search/?api=1&query=N%C6%B0%E1%BB%9Bc%20Cam%20R%C3%AC%20H%E1%BB%93ng&query_place_id=ChIJYbjf2MwvdTERukXlvurkdZk",,"6"
"136/8 Phú Định, Phường 16, Quận 8, Thành phố Hồ Chí Minh 700000, Việt Nam","Nhà hàng cơm","false",,,,"10.7270613","106.6306846","Thứ Tư","09:00 to 23:00","Thứ Năm","09:00 to 23:00","Thứ Sáu","09:00 to 23:00","Thứ Bảy","Đóng cửa","Chủ Nhật","Đóng cửa","Thứ Hai","09:00 to 23:00","Thứ Ba","09:00 to 23:00","+84 889 745 679",,"34","Quận 8, Thành phố Hồ Chí Minh","136/8 Phú Định","Nhà Hàng Khách Sạn(NTN)",,"https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20Kh%C3%A1ch%20S%E1%BA%A1n(NTN)&query_place_id=ChIJcY1bxucvdTERNMjTrbxJXGM",,"0"
"3419N Đ. Phạm Thế Hiển, Phường 7, Quận 8, Hồ Chí Minh, Việt Nam","Quán gà rán mang đi","false",,,,"10.708146","106.623714","Thứ Tư","08:00 to 22:00","Thứ Năm","08:00 to 22:00","Thứ Sáu","08:00 to 22:00","Thứ Bảy","08:00 to 22:00","Chủ Nhật","08:00 to 22:00","Thứ Hai","08:00 to 22:00","Thứ Ba","08:00 to 22:00","+84 938 858 934",,"50","Quận 8, Hồ Chí Minh","3419N Đ. Phạm Thế Hiển","Gà Rán Mr.Thịnh","5","https://www.google.com/maps/search/?api=1&query=G%C3%A0%20R%C3%A1n%20Mr.Th%E1%BB%8Bnh&query_place_id=ChIJmU5q0OotdTERTseL3B9SLXI",,"1"
"221 Mễ Cốc B, Phường 15, Quận 8, Hồ Chí Minh 70000, Việt Nam","Quán ăn nhỏ","false","https://food.google.com/chooseprovider?restaurantId=/g/11vy0_y5yc&g2lbs=AOHF13k9W6X6mILau6CHohl0wPW_vPa8zDcmyut0s7GRH0mUA5p9FifkybBBaocqIIy-lB9VabIDi5gBf3GFpWzAU_JcoPDZdg%3D%3D&hl=vi-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=esNyZvDjCc7AkPIP_cuRyAc&ei=esNyZvDjCc7AkPIP_cuRyAc&fo_s=OA,SOE&opi=79508299&foub=mcpp",,,"10.7133186","106.6253662","Thứ Tư","08:00 to 21:00","Thứ Năm","08:00 to 21:00","Thứ Sáu","08:00 to 21:00","Thứ Bảy","08:00 to 21:00","Chủ Nhật","08:00 to 21:00","Thứ Hai","08:00 to 21:00","Thứ Ba","08:00 to 21:00","+84 969 561 048",,"43","Quận 8, Hồ Chí Minh","221 Mễ Cốc B","Yum Thai Food","5","https://www.google.com/maps/search/?api=1&query=Yum%20Thai%20Food&query_place_id=ChIJ__SGJQ0tdTERTnquxcE5728",,"5"
"3000 Đ. Phạm Thế Hiển, Phường 7, Quận 8, Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,,"10.7113514","106.6262357","Thứ Tư","06:00 to 21:00","Thứ Năm","06:00 to 21:00","Thứ Sáu","06:00 to 21:00","Thứ Bảy","06:00 to 21:00","Chủ Nhật","06:00 to 21:00","Thứ Hai","06:00 to 21:00","Thứ Ba","06:00 to 21:00",,,"37","Quận 8, Hồ Chí Minh","3000 Đ. Phạm Thế Hiển","Quán Phở 3000","4","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20Ph%E1%BB%9F%203000&query_place_id=ChIJq2xQfv4tdTERqLl5iLJ4fes",,"35"
"119 Rạch Cùng, Phường 7, Quận 8, Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,,"10.7057814","106.6188728","Thứ Tư","06:00 to 21:00","Thứ Năm","06:00 to 21:00","Thứ Sáu","06:00 to 21:00","Thứ Bảy","06:00 to 21:00","Chủ Nhật","06:00 to 21:00","Thứ Hai","06:00 to 21:00","Thứ Ba","06:00 to 21:00",,,"40","Quận 8, Hồ Chí Minh","119 Rạch Cùng","Quán Ăn Gia Đình119","5","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20%C4%82n%20Gia%20%C4%90%C3%ACnh119&query_place_id=ChIJM1mukgcydTERPF2YRS3aAfw",,"1"
