"address","categoryName","claimThisBusiness","googleFoodUrl","hotelStars","location/lat","location/lng","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","phone","price","rank","state","street","title","totalScore","url","website","reviewsCount"
"111a Đ. Liên Khu 5-6, Khu phố 9, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng bán đồ ăn mang về","true",,,"10.7901018","106.5901783","Thứ Tư","11:30 to 21:00","Thứ Năm","11:30 to 21:00","Thứ Sáu","11:30 to 21:00","Thứ Bảy","11:30 to 21:00","Chủ Nhật","11:30 to 21:00","Thứ Hai","11:30 to 21:00","Thứ Ba","11:30 to 21:00","+84 372 859 574",,"100","Bình Tân, Hồ Chí Minh","111a Đ. Liên Khu 5-6","Gà ác óc heo tiềm thuốc bắc Sông Tiền",,"https://www.google.com/maps/search/?api=1&query=G%C3%A0%20%C3%A1c%20%C3%B3c%20heo%20ti%E1%BB%81m%20thu%E1%BB%91c%20b%E1%BA%AFc%20S%C3%B4ng%20Ti%E1%BB%81n&query_place_id=ChIJmXKkJcstdTERdqJIUYW4mX4",,"0"
"39 Đường số 6A, Bình Trị Đông B, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng","false",,,"10.750067","106.6189302",,,,,,,,,,,,,,,"+84 909 974 546",,"88","Bình Tân, Hồ Chí Minh","39 Đường số 6A","Bia sệt bình dân","4.2","https://www.google.com/maps/search/?api=1&query=Bia%20s%E1%BB%87t%20b%C3%ACnh%20d%C3%A2n&query_place_id=ChIJKXRxqSQtdTERGa5cqIBB5cs",,"26"
"79 Đường số 15, Bình Hưng Hoà, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng gia đình","true",,,"10.8025799","106.6064497","Thứ Tư","05:30 to 10:00","Thứ Năm","05:30 to 10:00","Thứ Sáu","05:30 to 10:00","Thứ Bảy","05:30 to 10:00","Chủ Nhật","05:30 to 10:00","Thứ Hai","05:30 to 10:00","Thứ Ba","05:30 to 10:00","+84 937 778 255",,"98","Bình Tân, Hồ Chí Minh","79 Đường số 15","Mì Quảng 79",,"https://www.google.com/maps/search/?api=1&query=M%C3%AC%20Qu%E1%BA%A3ng%2079&query_place_id=ChIJwUpX0y0rdTERUk0MC1Y__fo",,"0"
"103 Đường Liên khu 5-6, Phường Bình Hưng Hòa B, Quận Bình, TânBình Hưng Hoà, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng chuyên phục vụ bữa nửa buổi","true",,,"10.7901289","106.5905852",,,,,,,,,,,,,,,,,"99","Bình Tân, Hồ Chí Minh","103 Đường Liên khu 5-6, Phường Bình Hưng Hòa B, Quận Bình","Cơm Tấm Bích Loan""Món ăn quê bình định""",,"https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20T%E1%BA%A5m%20B%C3%ADch%20Loan%22M%C3%B3n%20%C4%83n%20qu%C3%AA%20b%C3%ACnh%20%C4%91%E1%BB%8Bnh%22&query_place_id=ChIJQ5pKAAAtdTER6lZFtiHiruc",,"0"
"32 Đường G14, Bình Hưng Hoà B, Bình Tân, Thành phố Hồ Chí Minh, Việt Nam","Nhà hàng chuyên phục vụ bữa sáng","true",,,"10.80188","106.590615",,,,,,,,,,,,,,,,,"95","Bình Tân, Thành phố Hồ Chí Minh","32 Đường G14","Bún Chả Hà Nội",,"https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20Ch%E1%BA%A3%20H%C3%A0%20N%E1%BB%99i&query_place_id=ChIJeaWEmZgrdTERd3k60kA8rWs",,"0"
"240 Ấp Chiến Lược, Bình Hưng Hoà A, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng cơm biryani","false",,,"10.7890221","106.6027516","Thứ Tư","Đóng cửa","Thứ Năm","06:00 to 15:00","Thứ Sáu","06:00 to 15:00","Thứ Bảy","06:00 to 15:00","Chủ Nhật","06:00 to 15:00","Thứ Hai","06:00 to 15:00","Thứ Ba","06:00 to 15:00","+84 908 191 287",,"96","Bình Tân, Hồ Chí Minh","240 Ấp Chiến Lược","Cơm Tấm Như Thảo",,"https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20T%E1%BA%A5m%20Nh%C6%B0%20Th%E1%BA%A3o&query_place_id=ChIJE0nxqNktdTERD89JGnR3YwY",,"0"
"42 Đường số 3, Khu Phố 5, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng gia đình","true",,,"10.8018281","106.5912108",,,,,,,,,,,,,,,"+84 786 237 239",,"93","Bình Tân, Hồ Chí Minh","42 Đường số 3","Bánh Canh Cua Bà Bảy - Chi Nhánh 2",,"https://www.google.com/maps/search/?api=1&query=B%C3%A1nh%20Canh%20Cua%20B%C3%A0%20B%E1%BA%A3y%20-%20Chi%20Nh%C3%A1nh%202&query_place_id=ChIJeSVhGAArdTER633P8IWXECg",,"0"
"360 Đ. Trần Văn Giàu, Tân Tạo, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng cho người ăn chay","false","https://food.google.com/chooseprovider?restaurantId=/g/11ssr9x9r3&g2lbs=AOHF13nH8rOV2gColCUzcJdaIY1mPGz5nnXbK0Ama_LkBPbtrwK-RGTloe8PHm9IcAcTfOA62QzKMWVS02jOwQB103YPxgu4ynQs4EqN18PioldKHA-NspE%3D&hl=vi-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=PN1yZtDnEtqx0PEPu96OuAY&ei=PN1yZtDnEtqx0PEPu96OuAY&fo_s=OA,SOE&opi=79508299&foub=mcpp",,"10.7518554","106.6028261","Thứ Tư","06:00 to 14:00","Thứ Năm","06:00 to 14:00","Thứ Sáu","06:00 to 14:00","Thứ Bảy","06:00 to 14:00","Chủ Nhật","Đóng cửa","Thứ Hai","06:00 to 14:00","Thứ Ba","06:00 to 14:00","+84 777 583 268",,"103","Bình Tân, Hồ Chí Minh","360 Đ. Trần Văn Giàu","Chay Hoàng Yến","5","https://www.google.com/maps/search/?api=1&query=Chay%20Ho%C3%A0ng%20Y%E1%BA%BFn&query_place_id=ChIJzc7pKjQtdTERRScx7qI8Jts","http://www.chayhoangyen.com/","5"
"149 Tên Lửa, Bình Trị Đông B, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng Trung Quốc","true",,,"10.7469134","106.612074",,,,,,,,,,,,,,,"+84 917 810 239",,"105","Bình Tân, Hồ Chí Minh","149 Tên Lửa","小寶家 沙縣小吃 自助火鍋","4","https://www.google.com/maps/search/?api=1&query=%E5%B0%8F%E5%AF%B6%E5%AE%B6%20%E6%B2%99%E7%B8%A3%E5%B0%8F%E5%90%83%20%E8%87%AA%E5%8A%A9%E7%81%AB%E9%8D%8B&query_place_id=ChIJmUpr89MtdTERIwZh57DzGWw",,"4"
"136 Đ. An Dương Vương, Phường 16, Quận 8, Hồ Chí Minh, Việt Nam","Quán ăn nhỏ","false",,,"10.7222623","106.6197401","Thứ Tư","05:30 to 12:00","Thứ Năm","05:30 to 12:00","Thứ Sáu","05:30 to 12:00","Thứ Bảy","05:30 to 12:00","Chủ Nhật","05:30 to 12:00","Thứ Hai","05:30 to 12:00","Thứ Ba","05:30 to 12:00","+84 898 430 485",,"103","Quận 8, Hồ Chí Minh","136 Đ. An Dương Vương","Bún riêu 136","5","https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20ri%C3%AAu%20136&query_place_id=ChIJC6ygCV0tdTERvxyYbU0VqS4",,"2"
"39 Đ. Số 9, Bình Hưng Hoà, Bình Tân, Hồ Chí Minh 70000, Việt Nam","Nhà hàng","true",,,"10.7989648","106.6006377","Thứ Tư","08:00 to 13:45","Thứ Năm","08:00 to 13:45","Thứ Sáu","08:00 to 13:45","Thứ Bảy","08:00 to 13:45","Chủ Nhật","Đóng cửa","Thứ Hai","08:00 to 13:45","Thứ Ba","08:00 to 13:45","+84 937 190 959",,"88","Bình Tân, Hồ Chí Minh","39 Đ. Số 9","*CƠM TẤM 39*","4.7","https://www.google.com/maps/search/?api=1&query=*C%C6%A0M%20T%E1%BA%A4M%2039*&query_place_id=ChIJnxIG5IUrdTERPa7VIuBhQco",,"3"
"QJ33+4HM, Đường số 49, Tân Tạo, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng giá rẻ","true",,,"10.7528385","106.6039174",,,,,,,,,,,,,,,,,"99","Bình Tân, Hồ Chí Minh","QJ33+4HM, Đường số 49","Quán Cơm Bình Dân","4.5","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20C%C6%A1m%20B%C3%ACnh%20D%C3%A2n&query_place_id=ChIJj91-7UosdTERDXsOAX6bH90",,"2"
"688/24a Đ. Tân Kỳ Tân Quý, Bình Hưng Hoà, Bình Tân, Hồ Chí Minh 700000, Việt Nam","Nhà hàng gia đình","true",,,"10.7935551","106.6050816",,,,,,,,,,,,,,,"+84 978 421 490",,"92","Bình Tân, Hồ Chí Minh","688/24a Đ. Tân Kỳ Tân Quý","Bún Mọc Sườn A Kun","4.7","https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20M%E1%BB%8Dc%20S%C6%B0%E1%BB%9Dn%20A%20Kun&query_place_id=ChIJpX6k338tdTERVbsbGGEBUDI",,"12"
"10 Đ. Gò Xoài, Bình Hưng Hoà A, Bình Tân, Hồ Chí Minh 700000, Việt Nam","Nhà hàng xúp","false",,,"10.7880824","106.6050478","Thứ Tư","06:00 to 21:00","Thứ Năm","06:00 to 21:00","Thứ Sáu","06:00 to 21:00","Thứ Bảy","06:00 to 21:00","Chủ Nhật","06:00 to 21:00","Thứ Hai","06:00 to 21:00","Thứ Ba","06:00 to 21:00","+84 905 779 928",,"84","Bình Tân, Hồ Chí Minh","10 Đ. Gò Xoài","Quán Bún Chả Cá Bánh Canh Đặc Sản Quy Nhơn","4","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20B%C3%BAn%20Ch%E1%BA%A3%20C%C3%A1%20B%C3%A1nh%20Canh%20%C4%90%E1%BA%B7c%20S%E1%BA%A3n%20Quy%20Nh%C6%A1n&query_place_id=ChIJ6Z5zU3MsdTER0eQrPWS99aA",,"1"
"41n Đường số 2C, An Lạc A, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng bán đồ ăn mang về","true",,,"10.7254059","106.6151899","Thứ Tư","06:00 to 11:30","Thứ Năm","06:00 to 11:30","Thứ Sáu","06:00 to 11:30","Thứ Bảy","06:00 to 11:30","Chủ Nhật","Đóng cửa","Thứ Hai","06:00 to 11:30","Thứ Ba","06:00 to 11:30",,,"99","Bình Tân, Hồ Chí Minh","41n Đường số 2C","Bánh Mì Xíu Mại 39","5","https://www.google.com/maps/search/?api=1&query=B%C3%A1nh%20M%C3%AC%20X%C3%ADu%20M%E1%BA%A1i%2039&query_place_id=ChIJKdeJRo0tdTERr_u0Mr0k4A8",,"3"
"280 Tên Lửa, Bình Trị Đông B, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng châu Á","true","https://food.google.com/chooseprovider?restaurantId=/g/11rqfym77n&g2lbs=AOHF13nkVsloRKSYZBFbVfs7j9R9OYgRtksRiF9q0W43sZibctjJehyaJ7UYq-mJEBSxxyUxEhPL1JQk8x3uN6J6QeI671m2YyTOalBYi-63fzjy86WnrZw%3D&hl=vi-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=hN1yZsTAJ8P8kPIPnuC72Ak&ei=hN1yZsTAJ8P8kPIPnuC72Ak&fo_s=OA,SOE&opi=79508299&foub=mcpp",,"10.7461106","106.6126367",,,,,,,,,,,,,,,"+84 703 344 665",,"100","Bình Tân, Hồ Chí Minh","280 Tên Lửa","Cháo Ếch Singapore Tên Lửa","3.9","https://www.google.com/maps/search/?api=1&query=Ch%C3%A1o%20%E1%BA%BEch%20Singapore%20T%C3%AAn%20L%E1%BB%ADa&query_place_id=ChIJDRpnyO4tdTERUbe_G0SN4zA",,"28"
"RH2R+82Q, Đường Số 2, Khu Phố 5, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng thịt gà","true",,,"10.8008344","106.5901125",,,,,,,,,,,,,,,,,"86","Bình Tân, Hồ Chí Minh","RH2R+82Q, Đường Số 2","Quán 9999",,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%209999&query_place_id=ChIJwRud0iordTER81G_OxCg3yM",,"0"
"SF8, khu FoodCourt, tầng 2, AEON Mall Bình Tân số, 1 Đường Số 17A, Bình Trị Đông B, Bình Tân, Hồ Chí Minh 70000, Việt Nam","Nhà hàng hải sản","false","https://food.google.com/chooseprovider?restaurantId=/g/11jbc1b5d7&g2lbs=AOHF13mHeqdpvrqmREZqogVmiPfgYaqMyW-2VOVfsLnNcuU5iPNPochMD8-H33TVT2Fjutg8iGQSeuMlB1DVrCTlDcARNu5ayTWjn3DckpL5017gpEncd2Q%3D&hl=vi-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=hN1yZq-YJ5O4kPIPksKFkAY&ei=hN1yZq-YJ5O4kPIPksKFkAY&fo_s=OA,SOE&opi=79508299&foub=mcpp",,"10.7427497","106.6119309","Thứ Tư","10:00 to 21:00","Thứ Năm","10:00 to 21:00","Thứ Sáu","10:00 to 21:00","Thứ Bảy","09:00 to 21:00","Chủ Nhật","09:00 to 21:00","Thứ Hai","10:00 to 21:00","Thứ Ba","10:00 to 21:00","+84 981 673 131",,"94","Bình Tân, Hồ Chí Minh","SF8, khu FoodCourt, tầng 2, AEON Mall Bình Tân số, 1 Đường Số 17A","Haisancua.com - Chi nhánh [AEON MALL Bình Tân]","2.1","https://www.google.com/maps/search/?api=1&query=Haisancua.com%20-%20Chi%20nh%C3%A1nh%20%5BAEON%20MALL%20B%C3%ACnh%20T%C3%A2n%5D&query_place_id=ChIJ8WqbfdYtdTERDGVMsSzdLVo","https://haisancua.com/","12"
"17 Đ. Số 1, Bình Trị Đông B, Bình Tân, Hồ Chí Minh 700000, Việt Nam","Nhà hàng Hàn Quốc","false",,,"10.7428951","106.6119502","Thứ Tư","10:00 to 21:00","Thứ Năm","10:00 to 21:00","Thứ Sáu","10:00 to 21:00","Thứ Bảy","10:00 to 21:00","Chủ Nhật","10:00 to 21:00","Thứ Hai","10:00 to 21:00","Thứ Ba","10:00 to 21:00","+84 977 772 853",,"95","Bình Tân, Hồ Chí Minh","17 Đ. Số 1","BJ Tokbokki Aeon Mall Bình Tân","4.5","https://www.google.com/maps/search/?api=1&query=BJ%20Tokbokki%20Aeon%20Mall%20B%C3%ACnh%20T%C3%A2n&query_place_id=ChIJUdxpsUUtdTERtY1DpikqMk0",,"19"
"72 Đ. Số 12, Bình Hưng Hoà, Bình Tân, Hồ Chí Minh 71900, Việt Nam","Quán ăn nhẹ","false","https://food.google.com/chooseprovider?restaurantId=/g/11sk3j27g5&g2lbs=AOHF13nrRBX69BZxgJeUIfH6AS3ADgiQDv9R1zyHRVMX34B0kXuopobcPCpKEB0EQNgxwEwu0_3YeelfgK0VJ5sLoTLO31dOBdTTg-tDmcljwhBObfSt7dw%3D&hl=vi-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=id1yZtSRD-335OUP0d-HQA&ei=id1yZtSRD-335OUP0d-HQA&fo_s=OA,SOE&opi=79508299&foub=mcpp",,"10.7957628","106.6066354","Thứ Tư","Mở cửa cả ngày","Thứ Năm","Mở cửa cả ngày","Thứ Sáu","Mở cửa cả ngày","Thứ Bảy","Mở cửa cả ngày","Chủ Nhật","06:00 to 10:00","Thứ Hai","Mở cửa cả ngày","Thứ Ba","Mở cửa cả ngày",,,"83","Bình Tân, Hồ Chí Minh","72 Đ. Số 12","Tiệm Ăn vặt Ông bà Bảy",,"https://www.google.com/maps/search/?api=1&query=Ti%E1%BB%87m%20%C4%82n%20v%E1%BA%B7t%20%C3%94ng%20b%C3%A0%20B%E1%BA%A3y&query_place_id=ChIJq4qkQ4UrdTERasxft_y60sI",,"0"
"165 Đường số 19, Bình Trị Đông B, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng thịt gà","true",,,"10.7531379","106.6132133","Thứ Tư","09:00 to 21:00","Thứ Năm","09:00 to 21:00","Thứ Sáu","09:00 to 21:00","Thứ Bảy","09:00 to 21:00","Chủ Nhật","09:00 to 21:00","Thứ Hai","09:00 to 21:00","Thứ Ba","09:00 to 21:00","+84 973 010 269",,"90","Bình Tân, Hồ Chí Minh","165 Đường số 19","Quán Cơm Gà Hiếu Mập",,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20C%C6%A1m%20G%C3%A0%20Hi%E1%BA%BFu%20M%E1%BA%ADp&query_place_id=ChIJLds_oTMsdTERgsxVowRaStY",,"0"
"60 Đường số 8, KCN, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng chuyên phục vụ bữa sáng","true",,,"10.7466981","106.5875475","Thứ Tư","05:30 to 20:30","Thứ Năm","05:30 to 20:30","Thứ Sáu","05:30 to 20:30","Thứ Bảy","05:30 to 20:30","Chủ Nhật","05:30 to 20:30","Thứ Hai","05:30 to 20:30","Thứ Ba","05:30 to 20:30","+84 968 722 872",,"91","Bình Tân, Hồ Chí Minh","60 Đường số 8","My Quang Pho Hoi2","3.9","https://www.google.com/maps/search/?api=1&query=My%20Quang%20Pho%20Hoi2&query_place_id=ChIJEQTI-6stdTERH9chj7hr0iQ",,"28"
"2 Đường 43, Bình Trị Đông B, Bình Tân, Hồ Chí Minh, Việt Nam","Khu vực phục vụ bia","false",,,"10.7529811","106.6074047","Thứ Tư","10:30 to 23:00","Thứ Năm","10:30 to 23:00","Thứ Sáu","10:30 to 23:00","Thứ Bảy","10:30 to 23:00","Chủ Nhật","10:30 to 23:00","Thứ Hai","10:30 to 23:00","Thứ Ba","10:30 to 23:00","+84 918 817 036",,"88","Bình Tân, Hồ Chí Minh","2 Đường 43","Bia Sệt Những Người Bạn- Bình Tân","4.6","https://www.google.com/maps/search/?api=1&query=Bia%20S%E1%BB%87t%20Nh%E1%BB%AFng%20Ng%C6%B0%E1%BB%9Di%20B%E1%BA%A1n-%20B%C3%ACnh%20T%C3%A2n&query_place_id=ChIJFzLeBLItdTERaf6h-HROCiA",,"78"
"PJG7+224, Đường số 1, An Lạc, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng gia đình","true",,,"10.7250092","106.6125683","Thứ Tư","05:30 to 12:00","Thứ Năm","05:30 to 12:00","Thứ Sáu","05:30 to 12:00","Thứ Bảy","05:30 to 12:00","Chủ Nhật","05:30 to 12:00","Thứ Hai","05:30 to 12:00","Thứ Ba","05:30 to 12:00","+84 927 999 945",,"95","Bình Tân, Hồ Chí Minh","PJG7+224, Đường số 1","Bánh canh bột xắt Cá Lóc - Quán Tỷ","4","https://www.google.com/maps/search/?api=1&query=B%C3%A1nh%20canh%20b%E1%BB%99t%20x%E1%BA%AFt%20C%C3%A1%20L%C3%B3c%20-%20Qu%C3%A1n%20T%E1%BB%B7&query_place_id=ChIJ77QSXV8tdTERnbXBjBJPD8c",,"1"
"191 Lê Cơ, An Lạc, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng điểm tâm","true",,,"10.7265985","106.6132187","Thứ Tư","06:00 to 11:00","Thứ Năm","06:00 to 11:00","Thứ Sáu","06:00 to 11:00","Thứ Bảy","06:00 to 11:00","Chủ Nhật","06:00 to 11:00","Thứ Hai","06:00 to 11:00","Thứ Ba","06:00 to 11:00",,,"94","Bình Tân, Hồ Chí Minh","191 Lê Cơ","Cường Phát Mì Gia","4.1","https://www.google.com/maps/search/?api=1&query=C%C6%B0%E1%BB%9Dng%20Ph%C3%A1t%20M%C3%AC%20Gia&query_place_id=ChIJU8S9Vb4tdTERtz2cSFIeJN8",,"46"
"G18, TTTM Aeon Mall Bình Tân, 1 đường 17A, P. Phú Thuận, Hồ Chí Minh 700000, Việt Nam","Nhà hàng ăn nhanh","false","https://food.google.com/chooseprovider?restaurantId=/g/11fkdywsm4&g2lbs=AOHF13kOqzYlXocOC83f6iJONnec8meBXMveKMy-EBPUtl2nBKBhRoZwYSIZX2hPto__6DMrvSVdLT2j3leh6tRDm9HxQtMPdIdI5hwxmJ_Kccyq6cqNKwg%3D&hl=vi-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=lN1yZoKAGeSw5NoPmM-R2AM&ei=lN1yZoKAGeSw5NoPmM-R2AM&fo_s=OA,SOE&opi=79508299&foub=mcpp",,"10.7427497","106.6119309","Thứ Tư","10:00 to 21:00","Thứ Năm","10:00 to 21:00","Thứ Sáu","10:00 to 21:00","Thứ Bảy","10:00 to 21:00","Chủ Nhật","10:00 to 21:00","Thứ Hai","10:00 to 21:00","Thứ Ba","10:00 to 21:00","+84 1900 6886","$$","93","Bình Tân, Hồ Chí Minh","G18, TTTM Aeon Mall Bình Tân, 1 đường 17A","KFC Aeon Mall Bình Tân","4.3","https://www.google.com/maps/search/?api=1&query=KFC%20Aeon%20Mall%20B%C3%ACnh%20T%C3%A2n&query_place_id=ChIJAwiZOjctdTERpHMMbJNaDVo","https://kfcvietnam.com.vn/vn","316"
"690 Đ. Kinh Dương Vương, An Lạc, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng cơm","false",,,"10.7280025","106.6065148","Thứ Tư","10:00 to 13:30","Thứ Năm","10:00 to 13:30","Thứ Sáu","10:00 to 13:30","Thứ Bảy","10:00 to 14:00","Chủ Nhật","Đóng cửa","Thứ Hai","Mở cửa cả ngày","Thứ Ba","10:00 to 13:30","+84 903 444 311",,"92","Bình Tân, Hồ Chí Minh","690 Đ. Kinh Dương Vương","Quán Cơm Hoàng Lam","5","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20C%C6%A1m%20Ho%C3%A0ng%20Lam&query_place_id=ChIJ8--Y8pYtdTERxrjdmMvdAhY",,"1"
"201 Lê Cơ, An Lạc, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng ăn chay","true",,,"10.7265057","106.6133095","Thứ Tư","06:00 to 12:00","Thứ Năm","06:00 to 12:00","Thứ Sáu","06:00 to 12:00","Thứ Bảy","06:00 to 12:00","Chủ Nhật","06:00 to 12:00","Thứ Hai","06:00 to 12:00","Thứ Ba","06:00 to 12:00",,,"89","Bình Tân, Hồ Chí Minh","201 Lê Cơ","Hủ Tíu Chay Cây Sala","5","https://www.google.com/maps/search/?api=1&query=H%E1%BB%A7%20T%C3%ADu%20Chay%20C%C3%A2y%20Sala&query_place_id=ChIJxe0pcpgtdTER3Ro03zBAFxY",,"3"
"574/104, Đường Sinco, Bình Trị Đông B, Bình Tân, Hồ Chí Minh 700000, Việt Nam","Nhà hàng ăn nhanh","true","https://food.google.com/chooseprovider?restaurantId=/g/11kpdyjmvw&g2lbs=AOHF13ld6aVs2H9wC_7TXT5ZEGzsmOB1qbJOJHTKlpon03dnR7kczhDuUGjXXOZWidAlb_9FOC2VazIXgP1qBUa3K3xY9013R3yaRGJOFfbbbSyjtmVbo_0%3D&hl=vi-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=lN1yZpebBZXckPIPyviTgAQ&ei=lN1yZpebBZXckPIPyviTgAQ&fo_s=OA,SOE&opi=79508299&foub=mcpp",,"10.7358553","106.6070165","Thứ Tư","06:00 to 20:00","Thứ Năm","06:00 to 20:00","Thứ Sáu","06:00 to 20:00","Thứ Bảy","06:00 to 20:00","Chủ Nhật","06:00 to 20:00","Thứ Hai","06:00 to 20:00","Thứ Ba","06:00 to 20:00","+84 767 203 265",,"93","Bình Tân, Hồ Chí Minh","574/104, Đường Sinco","Cháo dinh dưỡng việtsuop - sinco","1","https://www.google.com/maps/search/?api=1&query=Ch%C3%A1o%20dinh%20d%C6%B0%E1%BB%A1ng%20vi%E1%BB%87tsuop%20-%20sinco&query_place_id=ChIJzdSJHdgtdTERdSUODdjMI0Q",,"1"
"Hẻm 36, 33/6 Bùi Tư Toàn, An Lạc, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng chuyên phục vụ bữa sáng","false","https://food.google.com/chooseprovider?restaurantId=/g/11rkw5p8m9&g2lbs=AOHF13lUD8v0nzgBhEmQOYAnw1wrqflQIsupeRtxtjJD_Qib93g34XvULyI2FTfMt-XLRYC51VTBow4Qo__lL61hU_jEQRQtaL6pOfejQcsHAhrmwESykU0%3D&hl=vi-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=lN1yZsytAvbJkPIP78WBkAU&ei=lN1yZsytAvbJkPIP78WBkAU&fo_s=OA,SOE&opi=79508299&foub=mcpp",,"10.7299572","106.6140261","Thứ Tư","06:00 to 13:00","Thứ Năm","06:00 to 13:00","Thứ Sáu","06:00 to 13:00","Thứ Bảy","06:00 to 13:00","Chủ Nhật","06:00 to 13:30","Thứ Hai","06:00 to 13:00","Thứ Ba","06:00 to 13:00","+84 792 741 873",,"97","Bình Tân, Hồ Chí Minh","Hẻm 36, 33/6 Bùi Tư Toàn","Bánh Ướt Bánh Cuốn Giàu","4","https://www.google.com/maps/search/?api=1&query=B%C3%A1nh%20%C6%AF%E1%BB%9Bt%20B%C3%A1nh%20Cu%E1%BB%91n%20Gi%C3%A0u&query_place_id=ChIJu4IvmdEtdTERS5pAqoJ3KMQ",,"1"
"Lầu 3, AEON Bình Tân, 1 Đường Số 17A, An Lạc A, Bình Tân, Hồ Chí Minh 700000, Việt Nam","Nhà hàng Gyudon","true",,,"10.7429062","106.612802","Thứ Tư","10:00 to 22:00","Thứ Năm","10:00 to 22:00","Thứ Sáu","10:00 to 22:00","Thứ Bảy","09:00 to 22:00","Chủ Nhật","09:00 to 22:00","Thứ Hai","10:00 to 22:00","Thứ Ba","10:00 to 22:00","+84 28 3620 0066","$$","92","Bình Tân, Hồ Chí Minh","Lầu 3, AEON Bình Tân, 1 Đường Số 17A","Sukiya Aeon Bình Tân","3.6","https://www.google.com/maps/search/?api=1&query=Sukiya%20Aeon%20B%C3%ACnh%20T%C3%A2n&query_place_id=ChIJrWXMws4tdTER4IuXVzT0AT8",,"161"
"Liên Khu 5-6, Phường Bình Hưng Hòa B, Quận Bình Tân, Thành Phố Hồ Chí Minh, Thành Phố Hồ Chí Minh, Bình Hưng Hoà B, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng cơm","true",,,"10.7898243","106.592415","Thứ Tư","09:00 to 21:00","Thứ Năm","09:00 to 21:00","Thứ Sáu","09:00 to 21:00","Thứ Bảy","09:00 to 21:00","Chủ Nhật","09:00 to 21:00","Thứ Hai","09:00 to 21:00","Thứ Ba","09:00 to 21:00","+84 937 354 617",,"81","Bình Tân, Hồ Chí Minh","Liên Khu 5-6, Phường Bình Hưng Hòa B, Quận Bình Tân, Thành Phố Hồ Chí Minh, Thành Phố Hồ Chí Minh","Quán Cơm Bình Dân Liên Khu 5-6","4.4","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20C%C6%A1m%20B%C3%ACnh%20D%C3%A2n%20Li%C3%AAn%20Khu%205-6&query_place_id=ChIJlfXnjHksdTERM97ZsJPtH4o",,"7"
